,"t, hr","md, ft",prom_wob,prom_rpm,prom_q,prom_tq,p_ma_psi,rop_pph
0,8.0,469,11.0,55.0,265.0,2.0,300,54.0
1,10.0,1107,17.5,75.0,480.0,2.0,500,63.0
2,1.5,1107,10.0,60.0,480.0,9.5,800,46.0
3,1.5,1273,12.5,60.0,480.0,6.5,900,65.0
4,3.5,1467,10.0,60.0,480.0,6.5,900,55.0
5,2.0,1660,10.0,70.0,480.0,6.5,1000,96.0
6,3.0,1855,10.0,70.0,480.0,6.5,1000,65.0
7,3.5,2048,10.0,70.0,480.0,6.5,1000,55.0
8,3.5,2048,8.0,0.0,480.0,0.0,1050,55.0
9,3.0,2200,10.0,70.0,480.0,6.5,1000,51.0
10,3.0,2200,6.0,0.0,480.0,0.0,1000,51.0
11,3.5,2434,10.0,70.0,480.0,7.5,1100,55.0
12,4.0,2626,9.0,65.0,480.0,8.0,1100,48.0
13,4.0,2626,6.0,0.0,500.0,0.0,1050,48.0
14,3.5,2820,12.0,65.0,480.0,10.0,1200,55.0
15,2.5,3011,14.0,70.0,480.0,10.0,1300,76.0
16,5.5,3392,14.0,70.0,480.0,11.5,1300,69.0
17,1.0,3470,7.5,50.0,575.0,4.0,1650,78.0
18,3.0,200,8.5,50.0,125.0,2.0,80,55.0
19,6.0,507,17.5,60.0,365.0,4.0,450,51.0
20,1.0,592,7.5,45.0,615.0,4.0,950,85.0
21,2.5,817,10.0,40.0,450.0,4.5,550,90.0
22,1.5,910,10.0,40.0,450.0,4.5,550,62.0
23,3.0,1203,10.0,40.0,450.0,4.5,750,97.0
24,8.5,1591,7.0,40.0,440.0,4.5,800,45.6
25,6.5,2037,7.0,40.0,480.0,4.5,800,68.6
26,6.5,2462,11.0,50.0,480.0,4.5,950,65.0
27,9.5,3043,11.0,65.0,480.0,5.0,1100,61.0
28,4.0,3250,11.0,80.0,500.0,5.0,1100,51.0
29,5.0,3424,13.0,80.0,500.0,5.0,1000,51.0
30,3.5,97,3.0,45.0,65.0,3.0,15,17.0
31,4.5,192,7.0,55.0,148.0,3.5,35,21.0
32,10.0,548,3.0,80.0,500.0,2.0,90,36.0
33,3.0,688,4.0,60.0,600.0,3.5,950,46.0
34,1.0,783,2.0,70.0,725.0,3.5,1300,95.0
35,1.0,783,3.0,0.0,650.0,0.0,1050,95.0
36,1.0,878,5.0,65.0,860.0,5.5,1600,95.0
37,1.0,878,4.0,0.0,780.0,0.0,1450,95.0
38,1.0,975,7.0,55.0,950.0,4.5,2050,97.0
39,1.0,975,10.0,0.0,900.0,0.0,1900,97.0
40,0.5,1070,8.0,60.0,1000.0,6.0,2500,190.0
41,0.5,1070,16.0,0.0,1000.0,0.0,2400,190.0
42,0.5,1167,18.0,60.0,1000.0,7.5,2500,194.0
43,0.5,1167,10.0,0.0,1000.0,0.0,2400,194.0
44,0.5,1264,11.0,65.0,1000.0,13.0,2600,194.0
45,0.5,1264,1.5,0.0,1000.0,0.0,2200,194.0
46,0.5,1359,19.0,65.0,1000.0,14.0,2700,190.0
47,1.0,1553,20.0,65.0,1000.0,13.5,2700,194.0
48,2.5,1739,20.0,65.0,1000.0,13.5,2700,74.0
49,2.5,1739,17.0,0.0,1000.0,0.0,2700,74.0
50,19.5,3846,24.0,75.0,1000.0,16.0,3500,108.0
51,19.5,3846,15.0,0.0,1000.0,0.0,3100,108.0
52,20.5,4830,24.0,75.0,1000.0,19.5,3500,48.0
53,20.5,4830,15.0,0.0,950.0,0.0,2700,48.0
54,5.0,4972,24.0,75.0,1000.0,16.0,3500,34.0
55,5.0,4972,22.5,0.0,850.0,0.0,3500,34.0
56,0.5,5002,24.0,65.0,950.0,16.0,3650,60.0
57,8.0,307,5.0,47.5,172.5,3.5,400,34.0
58,6.0,516,4.0,67.5,400.0,2.5,1080,35.0
59,10.5,1416,12.5,70.0,1000.0,9.0,2700,86.0
60,6.0,1908,11.0,66.0,1000.0,10.0,3000,82.0
61,6.0,1908,4.5,0.0,1000.0,0.0,2500,82.0
62,24.0,4012,22.5,70.0,1000.0,15.0,3700,88.0
63,24.0,4012,10.0,0.0,1000.0,0.0,3300,88.0
64,6.0,4397,23.0,70.0,1000.0,17.0,3700,64.0
65,6.0,4397,14.0,0.0,1000.0,0.0,3300,64.0
66,8.5,5150,20.5,70.0,1000.0,15.0,3700,88.6
67,8.5,5150,9.0,0.0,1000.0,0.0,3400,88.6
68,5.5,5882,20.0,70.0,950.0,17.5,3800,44.5
69,5.5,5882,10.0,0.0,950.0,0.0,3500,44.5
70,5.0,492,8.5,52.5,385.0,3.0,350,36.0
71,2.0,600,2.0,60.0,550.0,3.0,1000,54.0
72,1.5,690,2.0,70.0,650.0,3.0,1150,60.0
73,1.5,690,2.0,0.0,600.0,0.0,1100,60.0
74,1.5,787,3.0,70.0,745.0,3.0,1250,64.6
75,1.5,787,2.0,0.0,700.0,0.0,1350,64.6
76,1.5,877,3.0,70.0,800.0,3.0,1400,60.0
77,1.5,877,2.0,0.0,800.0,0.0,1400,60.0
78,2.0,960,3.0,70.0,930.0,3.0,2000,41.5
79,2.0,960,2.0,0.0,860.0,0.0,1650,41.5
80,0.5,973,10.0,70.0,1000.0,4.0,2350,26.0
81,1.0,1065,10.0,70.0,1000.0,4.0,2350,92.0
82,1.0,1065,2.0,0.0,1000.0,0.0,1950,92.0
83,0.5,1159,10.0,70.0,1000.0,4.0,2350,188.0
84,0.5,1159,2.0,0.0,1000.0,0.0,1950,188.0
85,2.0,1441,15.0,70.0,1000.0,14.0,2700,141.0
86,2.0,1441,3.0,0.0,1000.0,0.0,2300,141.0
87,18.0,3809,15.0,70.0,1000.0,16.0,3300,131.5
88,18.0,3809,5.0,0.0,1000.0,0.0,2750,131.5
89,1.0,3904,17.5,70.0,1000.0,16.0,3900,95.0
90,14.5,4960,19.0,70.0,980.0,13.0,3800,72.8
91,14.5,4960,13.0,0.0,980.0,0.0,3350,72.8
92,14.5,5637,21.0,65.0,965.0,19.0,3950,46.7
93,14.5,5637,17.0,0.0,930.0,0.0,3400,46.7
94,10.5,6260,16.0,75.0,900.0,16.0,3800,58.0
95,10.5,6260,25.0,0.0,850.0,0.0,3400,58.0
96,1.0,420,3.0,75.0,500.0,3.5,800,55.0
97,2.0,730,9.0,60.0,750.0,6.0,1950,155.0
98,24.0,4780,30.5,90.0,950.0,11.5,3950,168.8
99,24.0,4780,12.5,0.0,965.0,0.0,3650,80.0
100,5.0,5406,36.5,90.0,935.0,13.5,3950,125.2
101,24.0,3215,15.0,65.0,925.0,11.0,3600,111.4
102,24.0,3215,14.0,0.0,1000.0,0.0,3400,111.4
103,13.0,4341,27.5,65.0,975.0,17.5,3800,86.61
104,13.0,4341,21.0,0.0,975.0,0.0,3550,86.61
105,9.0,5278,27.5,70.0,935.0,14.0,3800,104.1
106,9.0,5278,20.0,0.0,950.0,0.0,3600,104.1
107,6.0,5700,27.5,60.0,895.0,14.0,3900,70.0
108,6.0,5700,22.5,0.0,910.0,0.0,3600,70.0
109,0.5,452,5.0,40.0,625.0,4.0,1200,84.0
110,0.5,452,5.0,0.0,650.0,0.0,1100,84.0
111,1.0,542,7.5,45.0,675.0,4.0,1400,90.0
112,1.0,542,5.0,0.0,650.0,0.0,1100,90.0
113,2.0,724,5.0,70.0,890.0,4.0,2500,91.0
114,2.0,724,5.0,0.0,780.0,0.0,1500,91.0
115,5.0,1246,15.0,80.0,1000.0,6.5,3400,104.4
116,5.0,1246,10.0,0.0,1000.0,0.0,3200,104.4
117,17.0,3180,27.5,80.0,1000.0,12.5,3900,113.76
118,17.0,3180,20.0,0.0,1000.0,0.0,3800,113.76
119,9.0,4252,27.5,82.5,980.0,13.0,3900,108.0
120,9.0,4252,20.0,0.0,980.0,0.0,3900,108.0
121,13.5,5465,25.0,82.5,950.0,16.0,3900,97.26
122,13.5,5465,22.5,0.0,950.0,0.0,3850,97.26
123,4.0,5752,26.0,85.0,910.0,17.5,3900,71.75
124,4.0,5752,20.0,0.0,920.0,0.0,3850,71.75
125,0.5,450,7.5,40.0,450.0,3.5,1000,74.0
126,1.0,540,9.0,50.0,650.0,4.5,1400,90.0
127,1.0,540,3.5,0.0,600.0,0.0,1200,90.0
128,0.5,631,12.5,50.0,775.0,9.0,2000,182.0
129,0.5,631,12.5,0.0,700.0,0.0,1200,182.0
130,6.0,1339,12.5,50.0,925.0,9.0,2800,118.0
131,6.0,1339,12.5,0.0,850.0,0.0,1950,118.0
132,12.0,2745,23.0,60.0,1000.0,9.0,3800,117.17
133,12.0,2745,17.5,0.0,1000.0,0.0,3600,117.17
134,14.5,4434,35.0,50.0,950.0,15.0,3800,116.5
135,14.5,4434,15.0,0.0,950.0,0.0,3800,116.5
136,7.5,5215,27.5,60.0,950.0,17.0,3800,104.13
137,7.5,5215,20.0,0.0,900.0,0.0,3800,104.13
138,4.5,5584,25.0,70.0,885.0,16.0,3900,82.0
139,4.5,5584,20.0,0.0,850.0,0.0,3600,82.0
140,2.5,547,2.5,55.0,550.0,4.0,1000,74.0
141,1.5,650,3.0,70.0,700.0,3.0,1400,69.0
142,12.5,2197,21.0,70.0,1000.0,17.5,3400,123.76
143,12.5,2197,6.0,0.0,1000.0,0.0,3000,123.76
144,21.5,4556,22.5,70.0,1000.0,15.0,3800,109.7
145,21.5,4556,12.0,0.0,1000.0,0.0,3500,109.7
146,1.5,457,3.0,50.0,550.0,4.5,850,88.0
147,1.5,548,3.0,50.0,750.0,4.5,1200,60.0
148,1.5,548,2.0,0.0,650.0,0.0,1100,60.0
149,3.0,732,3.0,60.0,850.0,5.5,1750,61.0
150,3.0,732,2.0,0.0,850.0,0.0,1700,61.0
151,6.5,1453,13.5,70.0,1000.0,18.5,3000,110.0
152,6.5,1453,2.0,0.0,1000.0,0.0,2600,110.0
153,3.0,1900,18.0,70.0,1000.0,17.5,3100,149.0
154,3.0,1900,7.0,0.0,1000.0,0.0,2900,149.0
155,22.5,4502,27.5,70.0,1000.0,16.0,3800,115.6
156,22.5,4502,12.0,0.0,925.0,0.0,2800,115.6
157,22.5,2800,24.0,70.0,1000.0,12.5,3550,108.7
158,22.5,2800,9.0,0.0,1000.0,0.0,3150,108.7
159,4.5,3370,25.0,70.0,1000.0,12.5,3600,108.7
160,4.5,3370,21.0,0.0,1000.0,0.0,3300,108.7
161,11.0,4501,28.0,70.0,1000.0,9.0,3950,102.82
162,11.0,4501,9.0,0.0,1000.0,0.0,3400,102.82
163,1.0,429,3.5,32.5,500.0,4.0,750,77.0
164,1.0,500,4.5,45.0,600.0,5.5,1470,71.0
165,24.0,3744,12.0,70.0,900.0,9.5,3900,135.2
166,24.0,3744,10.0,0.0,1000.0,0.0,3200,135.2
167,12.5,5346,21.0,80.0,890.0,15.5,3950,128.16
168,12.5,5346,12.0,0.0,920.0,0.0,3800,128.16
169,0.5,5375,9.0,40.0,600.0,6.0,1450,58.0
170,2.0,5550,11.0,65.0,825.0,5.0,2750,87.5
171,7.0,250,5.0,50.0,175.0,2.0,120,30.8
172,19.0,1094,15.0,85.0,400.0,4.0,560,44.4
173,10.5,2117,22.5,87.5,970.0,12.5,3400,97.0
174,4.0,2800,19.0,87.5,970.0,9.0,3450,98.0
175,6.0,4030,21.0,87.5,955.0,13.5,3900,115.0
176,5.5,400,15.0,55.0,325.0,5.0,250,43.0
177,3.5,563,17.0,80.0,425.0,5.0,350,43.0
178,7.0,838,17.0,80.0,440.0,5.0,500,39.0
179,4.5,1090,5.0,60.0,600.0,5.0,1900,56.0
180,4.6,1090,8.0,0.0,750.0,0.0,1850,56.0
181,12.0,1647,15.0,65.0,1000.0,6.0,2800,46.0
182,12.0,1647,11.0,0.0,1000.0,0.0,2700,46.0
183,12.0,2600,13.0,65.0,1000.0,8.0,3350,80.0
184,12.0,2600,7.5,0.0,1000.0,0.0,3200,80.0
185,7.0,4012,16.0,70.0,1000.0,11.5,3600,103.0
186,6.0,380,7.0,47.5,225.0,4.0,360,58.0
187,4.5,592,7.0,47.5,425.0,4.0,500,47.0
188,11.5,592,15.0,70.0,1000.0,9.0,2900,109.0
189,18.5,3620,32.5,70.0,1000.0,12.5,3650,93.0
190,18.5,3620,19.0,0.0,1000.0,0.0,3400,93.0
191,3.0,3860,33.5,70.0,1000.0,13.5,3500,80.0
192,3.0,3860,16.0,0.0,1000.0,0.0,3250,80.0
193,13.0,4794,32.5,70.0,975.0,15.0,3900,72.0
194,13.0,4794,15.0,0.0,1000.0,0.0,3850,72.0
195,10.0,250,7.0,40.0,125.0,2.5,200,21.4
196,6.0,456,8.0,70.0,225.0,2.5,300,34.3
197,6.0,670,15.0,70.0,265.0,4.5,350,35.7
198,2.5,745,19.0,50.0,450.0,3.5,700,30.0
199,8.5,1047,17.5,80.0,465.0,4.0,700,35.5
200,8.0,1276,17.0,80.0,575.0,3.5,1350,28.6
201,9.0,2038,10.0,60.0,900.0,7.0,3250,84.7
202,9.5,2935,13.0,60.0,1000.0,9.0,3600,94.4
203,9.5,2935,12.0,0.0,930.0,0.0,3350,94.4
